movie_id,title,genres,director,cast,keywords,overview,vote_average,vote_count,popularity,release_year,runtime,language
3167,Rise of Chronicle 2,Biography,Ridley Scott,Russell Crowe Anthony Hopkins Joaquin Phoenix,conspiracy spy friendship gun snow,"In a chilling tale of identity and belonging, a hardened detective confronts a deadly conspiracy that will test their very soul.",6.0,31557,87.33,2004,198,hi
3168,Eternal Empire: Part 3,Adventure,Tony Scott,Anthony Hopkins Tom Hanks Jennifer Lawrence,sword war prison survival,A heart-breaking a hardened detective must uncover the truth before an ancient evil destroys everything they hold dear.,9.2,15137,35.0,2005,173,fr
3169,Dawn of Dragon 2,History War Documentary Drama,Robert Zemeckis,Keanu Reeves Sylvester Stallone Dustin Hoffman,war city vampire prophecy,A mysterious a young prodigy must unite the factions before a deadly conspiracy destroys everything they hold dear.,4.2,3764,38.13,1985,161,ko
3170,Fall of Phantom 5,Biography Sci-Fi,Clint Eastwood,Tom Cruise Mark Wahlberg Hugh Jackman,journey treasure mutation forest city,a hardened detective embarks on a desperate journey through a crime-ridden metropolis to stop a catastrophic event once and for all.,7.6,21078,35.21,2008,149,fr
3171,Fall of Revelation 2,Western History,Ridley Scott,Anthony Hopkins Johnny Depp Jennifer Lawrence,space war chase revenge snow magic mutation,a hardened detective embarks on a heart-breaking journey through a war-torn land to stop a catastrophic event once and for all.,6.6,34430,58.51,2011,141,ko
3172,Silent Sentinel 4,Western Documentary Sci-Fi Sport,Quentin Tarantino,Dustin Hoffman Johnny Depp Will Smith,prophecy love dystopia survival,two unlikely allies embarks on a chilling journey through a crime-ridden metropolis to stop a catastrophic event once and for all.,6.9,44861,79.02,2014,171,fr
3173,Shadow of Titan: Part 2,Fantasy,Darren Aronofsky,Al Pacino Meryl Streep Hugh Jackman,magic love journey alien corruption,an exiled warrior embarks on a thrilling journey through a crime-ridden metropolis to stop a deadly conspiracy once and for all.,7.4,2824,88.04,1970,123,ko
3174,Lost Destiny,Comedy Sci-Fi Musical,Guy Ritchie,Joaquin Phoenix Emma Stone Keanu Reeves,redemption virus vampire,a hardened detective embarks on a heart-breaking journey through a distant galaxy to stop a catastrophic event once and for all.,6.0,46888,31.95,1996,124,fr
3175,Eternal Kingdom 3,Family Adventure Sci-Fi,Quentin Tarantino,Liam Neeson Geoffrey Rush Bruce Willis,magic detective clone space,"When a lone hero discovers a hidden identity, they are drawn into a chilling world of a distant galaxy.",5.3,33441,67.57,1976,124,es
3176,Last Hunter 3,Crime Sport,Guy Ritchie,Harrison Ford Denzel Washington Emma Stone,chase mutation prison corruption dystopia,"In a action-packed tale of love and loss, two unlikely allies confronts an unstoppable force that will test their very soul.",4.3,13008,17.39,1997,134,ja
3177,War of Labyrinth 5,Comedy,Peter Jackson,Leonardo DiCaprio Johnny Depp Scarlett Johansson,corruption prison heist friendship dragon,"In a action-packed tale of identity and belonging, an exiled warrior confronts a deadly conspiracy that will test their very soul.",4.4,17403,26.21,2014,185,ja
3178,Kingdom of Kingdom: Part 2,Western Fantasy,Joel Coen,Leonardo DiCaprio Robert De Niro Harrison Ford,friendship dystopia chase,A mysterious an exiled warrior must unite the factions before a catastrophic event destroys everything they hold dear.,8.3,21513,88.75,2018,124,ja
3179,Return of Odyssey: Part 3,Western Mystery History,Alejandro Inarritu,Ryan Gosling Al Pacino Liam Neeson,dystopia prison war clone snow time travel,"In a desperate tale of courage and sacrifice, two unlikely allies confronts a catastrophic event that will test their very soul.",6.5,8115,81.67,1970,158,de
3180,Edge of Odyssey: Part 1,Comedy,Alfonso Cuaron,Angelina Jolie Matt Damon Harrison Ford,prison revenge alien vampire,A heart-breaking a lone hero must save their family before a shadowy organisation destroys everything they hold dear.,8.9,30788,88.46,1989,197,hi
3181,Hidden Guardian 2,Animation Biography,Darren Aronofsky,Samuel L. Jackson Matt Damon Christian Bale,dragon friendship corruption prison,"When a lone hero discovers a long-buried secret, they are drawn into a heart-breaking world of a distant galaxy.",8.6,40746,83.65,2020,150,de
3182,Edge of Raven 4,Drama Family,David Fincher,Jared Leto Ryan Gosling Meryl Streep,sword friendship love war revenge hacker clone,an exiled warrior embarks on a thrilling journey through a crime-ridden metropolis to stop a deadly conspiracy once and for all.,9.2,12012,99.53,2014,91,en
3183,Broken Specter: Part 2,Adventure Comedy Horror,Tony Scott,Emma Stone Harrison Ford Morgan Freeman,revolution mutation clone detective friendship war,"When an exiled warrior discovers a hidden identity, they are drawn into a thrilling world of a distant galaxy.",7.6,28464,33.46,1993,79,hi
3184,Eternal Frontier,Drama,Alejandro Inarritu,Dustin Hoffman Daniel Day-Lewis Emma Stone,space superhero treasure survival zombie hacker,a lone hero embarks on a action-packed journey through a war-torn land to stop an ancient evil once and for all.,4.4,11329,68.77,1987,165,en
3185,Forgotten Chronicle: Part 2,Comedy Fantasy Adventure History,Denis Villeneuve,Arnold Schwarzenegger Angelina Jolie Tom Hanks,heist election underground,"In a chilling tale of identity and belonging, an exiled warrior confronts an ancient evil that will test their very soul.",4.9,49354,46.45,2004,192,en
3186,Edge of Storm 4,Thriller Drama Adventure,Guy Ritchie,Liam Neeson Anthony Hopkins Jake Gyllenhaal,snow sword forest zombie prison,"When a lone hero discovers a forgotten past, they are drawn into a heart-breaking world of a war-torn land.",9.2,23477,29.93,1992,148,de
3187,Broken Frontier: Part 1,War Romance Western Drama,Guillermo del Toro,Hugh Jackman Samuel L. Jackson Jennifer Lawrence,sword time travel spy magic family forest hacker,a young prodigy embarks on a action-packed journey through a magical realm to stop a deadly conspiracy once and for all.,6.5,26701,76.9,2006,165,es
3188,Last Odyssey 3,Thriller Horror Animation History,Stanley Kubrick,Scarlett Johansson Ryan Gosling Dustin Hoffman,dragon survival forest family clone,A mysterious an exiled warrior must uncover the truth before an unstoppable force destroys everything they hold dear.,8.2,17575,24.4,1989,156,ja
3189,Broken Sentinel,Horror,Guillermo del Toro,Christian Bale Mark Wahlberg Bruce Willis,love prophecy election friendship,"In a chilling tale of courage and sacrifice, an exiled warrior confronts an unstoppable force that will test their very soul.",9.4,5195,2.45,1997,190,es
3190,Dark Titan 2,Fantasy,Ridley Scott,Tom Hanks Anthony Hopkins Jared Leto,clone time travel prophecy chase,a lone hero embarks on a thrilling journey through a war-torn land to stop an unstoppable force once and for all.,4.1,15395,83.72,2006,151,ja
3191,Return of Alliance: Part 3,History Western Mystery Crime,Tony Scott,Mark Wahlberg Tom Cruise Emma Stone,zombie detective election forest heist survival,A thrilling a young prodigy must stop the villain before a shadowy organisation destroys everything they hold dear.,5.9,46349,11.88,2017,89,ko
3192,Dark Dragon 2,Western Adventure,Darren Aronofsky,Anthony Hopkins Arnold Schwarzenegger Joaquin Phoenix,mystery magic hacker,"When an exiled warrior discovers a shocking truth, they are drawn into a action-packed world of a war-torn land.",8.2,19430,42.61,1981,96,en
3193,Shadow of Kingdom,Animation Biography Mystery Western,Alejandro Inarritu,Will Smith Arnold Schwarzenegger Harrison Ford,hacker forest cult ocean revolution city,"When a young prodigy discovers a hidden identity, they are drawn into a chilling world of a magical realm.",9.3,30519,15.01,2017,110,en
3194,Dark Empire: Part 3,Action,Ron Howard,Emma Stone Benedict Cumberbatch Russell Crowe,forest heist dystopia ocean clone vampire time travel,A chilling two unlikely allies must uncover the truth before an unstoppable force destroys everything they hold dear.,6.3,38971,52.51,2003,154,ja
3195,Dawn of Covenant: Part 3,Action Romance Biography Family,Clint Eastwood,Matt Damon Morgan Freeman Daniel Day-Lewis,detective corruption vampire,"Set in a magical realm, the film follows an exiled warrior as they navigate political intrigue and uncover an ancient prophecy.",4.6,41970,54.83,1977,142,fr
3196,Shadow of Covenant: Part 1,Family,Zack Snyder,Angelina Jolie Mark Wahlberg Liam Neeson,war revenge love,"When two unlikely allies discovers a forgotten past, they are drawn into a heart-breaking world of a crime-ridden metropolis.",7.3,46568,19.8,2000,90,hi
3197,Silent Dragon 4,Family,Denis Villeneuve,Joaquin Phoenix Hugh Jackman Anthony Hopkins,clone conspiracy mutation desert,"Set in a distant galaxy, the film follows a young prodigy as they navigate unexpected betrayals and uncover a forgotten past.",4.9,3440,43.43,2014,143,fr
3198,Rise of Hunter,Romance Biography Action Mystery,Paul Thomas Anderson,Daniel Day-Lewis Cate Blanchett Geoffrey Rush,hacker alien virus treasure,"Set in a post-apocalyptic city, the film follows an exiled warrior as they navigate moral dilemmas and uncover a long-buried secret.",5.2,44214,85.59,1982,199,hi
3199,Return of Warrior,Documentary Thriller War Biography,Quentin Tarantino,Benedict Cumberbatch Christian Bale Jennifer Lawrence,robot forest snow space mystery prophecy,A mysterious a hardened detective must escape captivity before a catastrophic event destroys everything they hold dear.,6.8,8562,83.17,1972,168,hi
3200,Rise of Infinity 3,Comedy Drama,Guillermo del Toro,Charlize Theron Denzel Washington Scarlett Johansson,sword corruption detective dystopia,"In a chilling tale of power and corruption, an exiled warrior confronts an ancient evil that will test their very soul.",6.1,22102,83.08,1986,173,fr
3201,Return of Phoenix 3,Crime,Martin Scorsese,Leonardo DiCaprio Denzel Washington Morgan Freeman,corruption superhero magic redemption friendship dystopia,"In a action-packed tale of justice and revenge, a lone hero confronts a deadly conspiracy that will test their very soul.",5.5,7799,10.32,1981,199,hi
3202,Forgotten Empire: Part 1,Animation Biography Romance,Christopher Nolan,Will Smith Ryan Gosling Bruce Willis,spy revolution revenge heist forest sword dystopia,"When a hardened detective discovers a forgotten past, they are drawn into a thrilling world of a magical realm.",7.2,14822,17.01,1987,82,ko
3203,The Sacrifice: Part 3,Crime,Martin Scorsese,Liam Neeson Mark Wahlberg Geoffrey Rush,prison mutation zombie mystery love,"When an exiled warrior discovers an ancient prophecy, they are drawn into a desperate world of a distant galaxy.",5.1,40570,57.16,1971,172,de
3204,War of Sentinel 2,Documentary Western Mystery,Peter Jackson,Christian Bale Brad Pitt Jared Leto,vampire corruption heist,a young prodigy embarks on a thrilling journey through a war-torn land to stop a shadowy organisation once and for all.,8.4,2159,17.09,1988,121,fr
3205,Hidden Titan 5,Mystery Adventure Documentary,Denis Villeneuve,Meryl Streep Leonardo DiCaprio Liam Neeson,corruption space betrayal robot,an exiled warrior embarks on a desperate journey through a post-apocalyptic city to stop an unstoppable force once and for all.,4.9,13752,38.43,2011,98,es
3206,Silent Titan: Part 2,Drama War Thriller,Peter Jackson,Emma Stone Tom Hanks Ryan Gosling,sword treasure detective dystopia clone mystery love,a young prodigy embarks on a chilling journey through a crime-ridden metropolis to stop a deadly conspiracy once and for all.,6.2,13756,68.73,1986,100,fr
3207,Broken Phantom 4,Horror Musical Family Thriller,Joel Coen,Geoffrey Rush Samuel L. Jackson Matt Damon,family hacker love virus time travel clone,"When an exiled warrior discovers a long-buried secret, they are drawn into a action-packed world of a distant galaxy.",7.9,13480,18.89,1998,156,en
3208,Kingdom of Hunter 2,Musical Sci-Fi Family War,Guy Ritchie,Jennifer Lawrence Liam Neeson Arnold Schwarzenegger,corruption hacker robot betrayal election cult ocean,a young prodigy embarks on a heart-breaking journey through a war-torn land to stop a catastrophic event once and for all.,6.2,41938,21.75,1995,153,ko
3209,Age of Phantom 4,Documentary,Wes Anderson,Robert De Niro Brad Pitt Charlize Theron,conspiracy superhero ocean virus,"In a chilling tale of justice and revenge, two unlikely allies confronts an ancient evil that will test their very soul.",4.6,11538,99.16,2000,187,en
3210,Edge of Revelation: Part 1,Animation,Alfonso Cuaron,Geoffrey Rush Johnny Depp Will Smith,mystery friendship prison underground sword vampire magic,A chilling a lone hero must save their family before a catastrophic event destroys everything they hold dear.,5.3,11876,40.43,2003,110,es
3211,Final Warrior: Part 2,Sport Horror,Martin Scorsese,Will Smith Mark Wahlberg Keanu Reeves,war desert vampire,a hardened detective embarks on a desperate journey through a crime-ridden metropolis to stop an unstoppable force once and for all.,5.2,31545,5.1,1980,138,en
3212,Forgotten Legend: Part 2,Thriller Family,Paul Thomas Anderson,Jennifer Lawrence Benedict Cumberbatch Geoffrey Rush,prison robot prophecy,"Set in a magical realm, the film follows two unlikely allies as they navigate moral dilemmas and uncover an ancient prophecy.",8.9,4692,46.14,1990,101,hi
3213,Rise of Titan: Part 2,History,Gore Verbinski,Brad Pitt Scarlett Johansson Samuel L. Jackson,conspiracy prophecy spy,A thrilling a lone hero must stop the villain before an ancient evil destroys everything they hold dear.,6.7,43364,32.12,1973,160,ja
3214,Shadow of Revelation 2,Musical Fantasy History Thriller,Guillermo del Toro,Christian Bale Charlize Theron Morgan Freeman,conspiracy family time travel redemption,a lone hero embarks on a chilling journey through a war-torn land to stop a catastrophic event once and for all.,5.5,36845,69.03,1982,86,hi
3215,Last Eclipse,Western History Documentary,Guy Ritchie,Daniel Day-Lewis Meryl Streep Al Pacino,hacker mystery city time travel superhero friendship journey,a young prodigy embarks on a thrilling journey through a crime-ridden metropolis to stop an ancient evil once and for all.,7.2,28452,70.45,2015,78,en
3216,Dark Redemption: Part 1,Horror Adventure Sci-Fi Family,JJ Abrams,Ryan Gosling Denzel Washington Brad Pitt,superhero ocean clone revolution city magic,A thrilling two unlikely allies must unite the factions before a catastrophic event destroys everything they hold dear.,5.1,4711,94.61,2004,178,ja
3217,Silent Frontier: Part 3,Biography,Quentin Tarantino,Sylvester Stallone Hugh Jackman Tom Hanks,redemption space city war,A thrilling an exiled warrior must unite the factions before a catastrophic event destroys everything they hold dear.,6.8,23008,46.62,1980,83,ko
3218,A Destiny 3,Action,Tony Scott,Benedict Cumberbatch Daniel Day-Lewis Johnny Depp,dragon underground superhero election,"Set in a post-apocalyptic city, the film follows a hardened detective as they navigate impossible odds and uncover a long-buried secret.",5.7,30055,69.09,1987,135,ko
3219,Hidden Sacrifice: Part 3,Sport,Stanley Kubrick,Jared Leto Hugh Jackman Denzel Washington,mutation revenge friendship treasure,A chilling a hardened detective must uncover the truth before an ancient evil destroys everything they hold dear.,9.0,37358,94.98,1987,144,fr
3220,Dawn of Guardian: Part 2,Sci-Fi Fantasy Musical,Alejandro Inarritu,Will Smith Mark Wahlberg Bruce Willis,journey alien space,"Set in a magical realm, the film follows two unlikely allies as they navigate moral dilemmas and uncover a hidden identity.",9.0,8859,74.41,1991,130,ja
3221,Final Revelation: Part 3,Mystery,Peter Jackson,Tom Cruise Anthony Hopkins Denzel Washington,detective spy love,A action-packed an exiled warrior must unite the factions before an unstoppable force destroys everything they hold dear.,8.4,21740,49.09,1988,103,ko
3222,Age of Frontier: Part 3,War History,Sam Raimi,Will Smith Leonardo DiCaprio Matt Damon,cult magic zombie,a lone hero embarks on a mysterious journey through a war-torn land to stop a deadly conspiracy once and for all.,7.0,39839,53.6,1984,103,ko
3223,Shadow of Redemption 4,Biography,Tim Burton,Robert De Niro Benedict Cumberbatch Russell Crowe,redemption clone betrayal spy prison desert sword,a lone hero embarks on a heart-breaking journey through a crime-ridden metropolis to stop an unstoppable force once and for all.,7.1,6507,97.36,2021,158,es
3224,Edge of Eclipse: Part 2,History Biography,Tony Scott,Al Pacino Keanu Reeves Scarlett Johansson,superhero sword heist dystopia revolution,a young prodigy embarks on a thrilling journey through a crime-ridden metropolis to stop a catastrophic event once and for all.,9.2,20050,32.54,1992,98,ko
3225,Hidden Wolf 5,Crime,Christopher Nolan,Natalie Portman Matt Damon Jennifer Lawrence,mutation treasure superhero friendship heist,a young prodigy embarks on a desperate journey through a post-apocalyptic city to stop a deadly conspiracy once and for all.,8.1,35034,25.62,2023,103,ko
3226,Silent Storm: Part 3,History,Robert Zemeckis,Dustin Hoffman Brad Pitt Morgan Freeman,gun betrayal superhero,"When two unlikely allies discovers a shocking truth, they are drawn into a heart-breaking world of a war-torn land.",6.5,45231,17.77,2019,134,ko
3227,The Storm: Part 3,History,Alfonso Cuaron,Robert De Niro Tom Cruise Denzel Washington,revolution war ocean superhero spy,"Set in a crime-ridden metropolis, the film follows a hardened detective as they navigate political intrigue and uncover an ancient prophecy.",8.5,15329,73.67,1972,114,en
3228,Eternal Destiny 2,Horror Biography Sport Family,Wes Anderson,Keanu Reeves Bruce Willis Joaquin Phoenix,survival gun robot,"Set in a war-torn land, the film follows a hardened detective as they navigate moral dilemmas and uncover a shocking truth.",7.7,7160,27.62,2003,84,ko
3229,Hidden Frontier 2,Family,Ethan Coen,Christian Bale Daniel Day-Lewis Al Pacino,snow dragon family cult,A mysterious a young prodigy must stop the villain before an ancient evil destroys everything they hold dear.,7.1,5077,89.52,1981,173,hi
3230,Kingdom of Judgment 3,Western,Guillermo del Toro,Daniel Day-Lewis Tom Cruise Scarlett Johansson,heist mystery ocean robot,"When two unlikely allies discovers a hidden identity, they are drawn into a desperate world of a post-apocalyptic city.",6.8,39747,38.78,1985,159,de
3231,Dawn of Raven 4,Fantasy Documentary,Darren Aronofsky,Al Pacino Jared Leto Liam Neeson,prison revenge gun underground,"Set in a post-apocalyptic city, the film follows two unlikely allies as they navigate unexpected betrayals and uncover an ancient prophecy.",9.3,47641,26.47,2020,106,de
3232,The Wolf 3,Thriller Horror Animation,Ron Howard,Matt Damon Joaquin Phoenix Ryan Gosling,love hacker alien underground,A mysterious an exiled warrior must escape captivity before an unstoppable force destroys everything they hold dear.,7.1,30495,16.85,2018,98,de
3233,Kingdom of Redemption,Fantasy Documentary,Gore Verbinski,Emma Stone Matt Damon Denzel Washington,conspiracy detective superhero redemption underground prison,"When a lone hero discovers a forgotten past, they are drawn into a desperate world of a war-torn land.",6.2,4265,74.4,2000,168,hi
3234,Dawn of Frontier 2,Western Fantasy,Christopher Nolan,Emma Stone Charlize Theron Daniel Day-Lewis,heist virus prison magic,"In a desperate tale of power and corruption, two unlikely allies confronts an unstoppable force that will test their very soul.",6.0,30535,86.31,1992,145,ja
3235,The Dragon 2,Western,David Fincher,Dustin Hoffman Emma Stone Jared Leto,spy prophecy revenge alien,"In a chilling tale of power and corruption, a young prodigy confronts a catastrophic event that will test their very soul.",9.2,45671,61.98,2000,189,fr
3236,Broken Covenant 5,Sport Western,David Fincher,Cate Blanchett Russell Crowe Samuel L. Jackson,magic redemption sword treasure election betrayal,A chilling two unlikely allies must stop the villain before a deadly conspiracy destroys everything they hold dear.,7.7,6576,14.22,1995,159,en
3237,Lost Destiny 3,Action Romance Comedy,Tim Burton,Sylvester Stallone Tom Hanks Daniel Day-Lewis,city ocean friendship forest,"Set in a distant galaxy, the film follows two unlikely allies as they navigate political intrigue and uncover a forgotten past.",6.0,33938,18.88,2017,196,en
3238,Return of Judgment: Part 3,War,Wes Anderson,Dustin Hoffman Charlize Theron Robert De Niro,conspiracy friendship corruption war space survival,two unlikely allies embarks on a thrilling journey through a war-torn land to stop a deadly conspiracy once and for all.,5.4,18776,35.9,2010,104,en
3239,Silent Specter 3,Documentary Musical Thriller,Francis Ford Coppola,Morgan Freeman Geoffrey Rush Meryl Streep,love family superhero cult vampire,"In a desperate tale of love and loss, two unlikely allies confronts a deadly conspiracy that will test their very soul.",4.1,16548,47.5,1988,178,ja
3240,Shadow of Abyss 2,Drama Crime Animation,Ron Howard,Robert De Niro Christian Bale Benedict Cumberbatch,heist space survival chase virus,"Set in a war-torn land, the film follows a young prodigy as they navigate political intrigue and uncover a hidden identity.",4.3,14787,87.17,2002,102,de
3241,Forgotten Phoenix 4,Crime History Comedy Drama,Guillermo del Toro,Christian Bale Ryan Gosling Mark Wahlberg,chase sword alien underground revolution survival,"Set in a distant galaxy, the film follows a lone hero as they navigate unexpected betrayals and uncover a long-buried secret.",8.1,10104,25.05,2003,105,ko
3242,Eternal Sacrifice,Documentary Horror Sci-Fi,Darren Aronofsky,Joaquin Phoenix Tom Cruise Ryan Gosling,forest war detective,an exiled warrior embarks on a desperate journey through a distant galaxy to stop a deadly conspiracy once and for all.,4.5,13820,20.35,1999,191,de
3243,Final Dragon: Part 3,Adventure Family,Alfonso Cuaron,Emma Stone Tom Hanks Russell Crowe,city virus redemption conspiracy underground,"Set in a post-apocalyptic city, the film follows a hardened detective as they navigate impossible odds and uncover a hidden identity.",4.8,28549,79.61,1981,143,en
3244,Lost Origin 3,Fantasy Thriller War,Denis Villeneuve,Ryan Gosling Morgan Freeman Scarlett Johansson,love zombie city,two unlikely allies embarks on a desperate journey through a distant galaxy to stop an ancient evil once and for all.,4.2,36779,47.09,2015,105,fr
3245,Kingdom of Prophecy: Part 2,Animation,Tim Burton,Harrison Ford Robert De Niro Will Smith,magic prophecy conspiracy heist,two unlikely allies embarks on a action-packed journey through a crime-ridden metropolis to stop a catastrophic event once and for all.,6.4,18418,28.39,2019,142,es
3246,The Eclipse 2,Crime Horror History Western,Darren Aronofsky,Liam Neeson Robert De Niro Dustin Hoffman,vampire space mystery alien revolution desert superhero,"In a desperate tale of courage and sacrifice, a lone hero confronts a shadowy organisation that will test their very soul.",6.9,4157,75.06,2007,125,fr
3247,Hidden Eclipse 5,Fantasy Sci-Fi,Ridley Scott,Harrison Ford Cate Blanchett Will Smith,revolution robot prophecy hacker snow,"In a chilling tale of courage and sacrifice, a lone hero confronts a catastrophic event that will test their very soul.",5.9,23355,83.94,1999,101,ja
3248,Edge of Abyss 4,Romance,Paul Thomas Anderson,Daniel Day-Lewis Denzel Washington Brad Pitt,detective superhero cult friendship forest chase,a lone hero embarks on a desperate journey through a crime-ridden metropolis to stop a shadowy organisation once and for all.,7.4,36425,48.49,2015,189,fr
3249,Rise of Prophecy 5,Comedy Documentary,Peter Jackson,Jake Gyllenhaal Scarlett Johansson Joaquin Phoenix,city friendship prison ocean dragon hacker,"Set in a magical realm, the film follows two unlikely allies as they navigate a personal crisis and uncover an ancient prophecy.",8.4,33476,80.94,2020,164,ja
3250,Silent Hunter 4,Romance,Ethan Coen,Scarlett Johansson Al Pacino Keanu Reeves,space spy survival corruption mutation,"When a hardened detective discovers an ancient prophecy, they are drawn into a thrilling world of a distant galaxy.",8.4,12264,85.75,1992,172,es
3251,Kingdom of Covenant 3,Adventure History Animation Action,Ron Howard,Jennifer Lawrence Mark Wahlberg Geoffrey Rush,friendship love corruption space gun conspiracy hacker,a hardened detective embarks on a thrilling journey through a distant galaxy to stop an unstoppable force once and for all.,7.7,18940,92.25,1985,91,ja
3252,Age of Empire 4,War Musical Romance,Darren Aronofsky,Daniel Day-Lewis Dustin Hoffman Ryan Gosling,dragon mutation space hacker revolution,A desperate a young prodigy must stop the villain before a catastrophic event destroys everything they hold dear.,9.3,25340,48.02,1976,160,fr
3253,Age of Guardian 4,Sci-Fi Romance Documentary,Joel Coen,Will Smith Charlize Theron Joaquin Phoenix,alien virus ocean zombie detective love,"Set in a magical realm, the film follows a lone hero as they navigate moral dilemmas and uncover a shocking truth.",6.8,12110,33.12,2013,113,es
3254,War of Abyss 5,Mystery Adventure,Stanley Kubrick,Al Pacino Tom Cruise Dustin Hoffman,hacker election chase time travel magic,"When a young prodigy discovers an ancient prophecy, they are drawn into a heart-breaking world of a war-torn land.",5.7,5736,75.06,1999,81,es
3255,Dark Sacrifice 2,Crime Drama Sci-Fi Musical,Steven Spielberg,Benedict Cumberbatch Harrison Ford Arnold Schwarzenegger,detective snow love ocean mystery corruption,"In a desperate tale of love and loss, a young prodigy confronts a deadly conspiracy that will test their very soul.",4.2,21617,12.81,1975,187,ko
3256,Kingdom of Ghost: Part 3,Sport Thriller Mystery,Alfonso Cuaron,Russell Crowe Robert De Niro Christian Bale,family prophecy time travel dystopia survival mutation snow,"When two unlikely allies discovers a hidden identity, they are drawn into a heart-breaking world of a war-torn land.",7.1,4818,8.62,2010,131,fr
3257,Kingdom of Specter 2,Action Family Biography Mystery,Martin Scorsese,Liam Neeson Johnny Depp Jennifer Lawrence,cult ocean survival family redemption revenge,a hardened detective embarks on a desperate journey through a magical realm to stop a deadly conspiracy once and for all.,6.2,11112,14.54,1982,148,es
3258,Age of Judgment: Part 3,Drama Adventure,Guy Ritchie,Morgan Freeman Charlize Theron Ryan Gosling,superhero conspiracy sword alien,"Set in a distant galaxy, the film follows two unlikely allies as they navigate a personal crisis and uncover a shocking truth.",9.1,9282,43.88,1974,140,de
3259,A Infinity: Part 3,Drama Western Animation Comedy,Alejandro Inarritu,Robert De Niro Sylvester Stallone Scarlett Johansson,superhero ocean mutation,"When a lone hero discovers a hidden identity, they are drawn into a mysterious world of a war-torn land.",5.0,504,68.53,2019,184,ja
3260,War of Legend: Part 1,Horror,Darren Aronofsky,Jake Gyllenhaal Sylvester Stallone Denzel Washington,love prophecy dragon desert friendship betrayal,"In a desperate tale of identity and belonging, a young prodigy confronts a shadowy organisation that will test their very soul.",4.2,40518,73.13,1991,93,ko
3261,War of Sacrifice: Part 1,Documentary,Gore Verbinski,Benedict Cumberbatch Mark Wahlberg Jared Leto,prophecy heist dragon,"When two unlikely allies discovers a shocking truth, they are drawn into a action-packed world of a post-apocalyptic city.",7.3,36610,62.88,1974,76,hi
3262,Final Wolf: Part 2,Western Action Biography Fantasy,Peter Jackson,Leonardo DiCaprio Robert De Niro Jack Nicholson,dragon cult clone mutation,"When a lone hero discovers a long-buried secret, they are drawn into a action-packed world of a magical realm.",5.1,1593,63.59,2004,111,ko
3263,Edge of Phantom: Part 2,Sport Family Mystery,Guillermo del Toro,Daniel Day-Lewis Tom Cruise Meryl Streep,survival underground conspiracy prophecy time travel,a lone hero embarks on a mysterious journey through a post-apocalyptic city to stop an unstoppable force once and for all.,7.2,5192,58.42,2014,140,fr
3264,Kingdom of Sacrifice 2,Animation Mystery Thriller War,David Fincher,Johnny Depp Christian Bale Harrison Ford,betrayal dystopia cult mystery love,A heart-breaking a hardened detective must stop the villain before a deadly conspiracy destroys everything they hold dear.,8.6,29533,76.47,2014,85,fr
3265,Rise of Dragon 3,Drama Biography Documentary Crime,Francis Ford Coppola,Bruce Willis Brad Pitt Al Pacino,ocean virus survival friendship election,"Set in a post-apocalyptic city, the film follows a young prodigy as they navigate unexpected betrayals and uncover a shocking truth.",8.7,28791,49.44,2022,177,hi
3266,Broken Covenant 2,Family Drama,Tim Burton,Dustin Hoffman Will Smith Harrison Ford,city mystery hacker,"Set in a distant galaxy, the film follows a young prodigy as they navigate moral dilemmas and uncover a long-buried secret.",7.5,35319,76.26,2004,190,de
3267,Kingdom of Guardian: Part 1,History,David Fincher,Bruce Willis Russell Crowe Jack Nicholson,zombie forest family virus magic,"Set in a magical realm, the film follows a hardened detective as they navigate a personal crisis and uncover an ancient prophecy.",6.1,25412,78.34,2024,124,hi
3268,Broken Abyss,Animation Biography Horror,Denis Villeneuve,Robert De Niro Russell Crowe Meryl Streep,betrayal superhero robot snow chase vampire detective,"Set in a distant galaxy, the film follows a lone hero as they navigate unexpected betrayals and uncover a shocking truth.",8.4,25908,36.76,2008,121,fr
3269,Dawn of Infinity: Part 3,Documentary Action,Bryan Singer,Tom Cruise Robert De Niro Keanu Reeves,heist love superhero detective,"In a thrilling tale of justice and revenge, two unlikely allies confronts an ancient evil that will test their very soul.",7.7,7801,43.6,2008,198,en
3270,War of Phantom 3,Comedy,Quentin Tarantino,Geoffrey Rush Angelina Jolie Ryan Gosling,chase cult forest superhero conspiracy magic dystopia,"When a young prodigy discovers a long-buried secret, they are drawn into a desperate world of a post-apocalyptic city.",8.9,47549,54.08,1984,88,en
3271,Silent Storm 5,Western Fantasy Documentary Drama,Guillermo del Toro,Bruce Willis Tom Hanks Angelina Jolie,desert clone revenge war,"Set in a war-torn land, the film follows a hardened detective as they navigate political intrigue and uncover an ancient prophecy.",7.9,34794,91.09,1992,117,ko
3272,Dark Frontier: Part 3,Thriller,Quentin Tarantino,Emma Stone Hugh Jackman Tom Cruise,virus city heist vampire spy revenge chase,"When two unlikely allies discovers a hidden identity, they are drawn into a heart-breaking world of a post-apocalyptic city.",4.8,45748,90.08,2021,158,fr
3273,Hidden Storm 2,History Thriller,Tim Burton,Daniel Day-Lewis Jack Nicholson Denzel Washington,virus robot journey magic treasure hacker,an exiled warrior embarks on a desperate journey through a war-torn land to stop a deadly conspiracy once and for all.,8.8,17592,26.86,1971,125,ja
